index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
236,Habilidades de Excel para el negocio: Intermedio I,Macquarie University,Course,1.7k,Business,business_and_management,1-3 Months,4.8,Intermediate
237,Iniciação e Planejamento de Projetos,Universidade de São Paulo,Course,7.2k,Business,business_and_management,1-3 Months,4.9,Beginner
238,Financial Accounting: Foundations,University of Illinois at Urbana-Champaign,Course,99k,Business,business_and_management,1-3 Months,4.7,Mixed
239,Supplier Management,Rutgers the State University of New Jersey,Course,5.8k,Business,business_and_management,1-3 Months,4.7,Beginner
240,Oral Communication for Engineering Leaders,Rice University,Course,29k,Business,business_and_management,1-3 Months,4.6,Mixed
241,Organisational design: Know your organisation,Macquarie University,Course,30k,Business,business_and_management,1-3 Months,4.9,Beginner
242,Applications of Everyday Leadership,University of Illinois at Urbana-Champaign,Course,48k,Business,business_and_management,1-3 Months,4.8,Mixed
243,Excel Power Tools for Data Analysis,Macquarie University,Course,10k,Business,business_and_management,1-3 Months,4.9,Intermediate
244,Organization Planning and Development for the 6 σ Black Belt,University System of Georgia,Course,2.6k,Business,business_and_management,1-3 Months,4.6,Mixed
245,Strategy Formulation,Copenhagen Business School,Course,28k,Business,business_and_management,1-3 Months,4.5,Mixed
246,Los Objetivos de Desarrollo Sostenible para las empresas,Universidad de los Andes,Course,4.2k,Business,business_and_management,1-3 Months,4.9,Beginner
247,Leading Innovation in Arts and Culture,Vanderbilt University,Course,15k,Business,business_and_management,1-3 Months,4.4,Mixed
248,The entrepreneur's guide for beginners,Universitat de Barcelona,Course,11k,Business,business_and_management,1-3 Months,4.5,Beginner
249,Das liebe Geld - Finance im Alltag,University of Zurich,Course,10k,Business,business_and_management,1-3 Months,4.7,Beginner
250,Data-Driven Decision Making (DDDM),University at Buffalo,Specialization,6.2k,Business,business_and_management,1-3 Months,4.5,Beginner
251,A Scientific Approach to Innovation Management,Università Bocconi,Course,5.7k,Business,business_and_management,1-3 Months,4.6,Mixed
252,Math for MBA and GMAT Prep,Emory University,Course,2.9k,Business,business_and_management,1-3 Months,0,Beginner
253,Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,ESSEC Business School,Course,8.1k,Business,business_and_management,1-3 Months,4.6,Mixed
254,Entrepreneurial Strategic Management,University of New Mexico,Course,9.4k,Business,business_and_management,1-3 Months,4.6,Mixed
255,Инвестиции в облигации,HSE University,Course,16k,Business,business_and_management,1-3 Months,4.4,Mixed
256,Connecting with Sales Prospects,Northwestern University,Course,14k,Business,business_and_management,1-3 Months,4.8,Beginner
257,Taxation of Business Entities II: Pass-Through Entities,University of Illinois at Urbana-Champaign,Course,4.5k,Business,business_and_management,1-3 Months,4.7,Intermediate
258,Construction Finance,Columbia University,Course,22k,Business,business_and_management,1-3 Months,4.8,Beginner
259,Финансовые рынки,Yale University,Course,1.5k,Business,business_and_management,1-3 Months,5,Beginner
260,Statistics for Marketing,Facebook,Course,0,Business,business_and_management,1-3 Months,0,Beginner
261,FinTech and the Transformation in Financial Services,Copenhagen Business School,Course,23k,Business,business_and_management,1-3 Months,4.3,Beginner
262,Финансы компаний: взгляд инвестора и кредитора,SberUniversity,Course,10k,Business,business_and_management,1-3 Months,4.7,Beginner
263,Negocios Internacionales I,University of New Mexico,Course,35k,Business,business_and_management,1-3 Months,4.7,Mixed
264,Formulación y evaluación de proyectos complejos,Universidad de los Andes,Course,16k,Business,business_and_management,1-3 Months,4.9,Intermediate
265,Analysing Complexity,Macquarie University,Course,16k,Business,business_and_management,1-3 Months,4.5,Beginner
266,Fundamentals of digital management,E-Learning Development Fund,Course,0,Business,business_and_management,1-3 Months,0,Intermediate
267,More on Change and Sustainability,University of Colorado System,Course,3.5k,Business,business_and_management,1-3 Months,4.8,Beginner
268,Gestión de las empresas de alimentación y bebidas,Università Bocconi,Course,21k,Business,business_and_management,1-3 Months,4.8,Mixed
269,Inspirar el liderazgo a través de la inteligencia emocional,Case Western Reserve University,Course,0,Business,business_and_management,1-3 Months,4.3,Beginner
270,Self Awareness and the Effective Leader,Rice University,Course,31k,Business,business_and_management,1-3 Months,4.7,Beginner
271,Interpersonal Communication for Engineering Leaders,Rice University,Course,10k,Business,business_and_management,1-3 Months,4.8,Mixed
272,European Business Law: Understanding the Fundamentals,Lund University,Course,38k,Business,business_and_management,1-3 Months,4.8,Mixed
273,Copyright Law in the Music Business,Berklee College of Music,Course,11k,Business,business_and_management,1-3 Months,4.8,Beginner
274,Administración financiera y su función en la empresa,Universidad Nacional Autónoma de México,Course,34k,Business,business_and_management,1-3 Months,4.8,Intermediate
275,Strategic Leadership and Management Capstone,University of Illinois at Urbana-Champaign,Course,8.8k,Business,business_and_management,1-3 Months,4.7,Mixed
276,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Course,32k,Business,business_and_management,1-3 Months,4.8,Beginner
277,行銷典範轉移: 變動中的消費世界 (Marketing in a changing world),National Taiwan University,Course,8.5k,Business,business_and_management,1-3 Months,4.8,Beginner
278,Action-Driven Business Plan: From the ‘Classroom’ to the World,Technion - Israel Institute of Technology,Course,6.1k,Business,business_and_management,1-3 Months,4.9,Mixed
279,Брендинг в инновациях - новая коммуникационная реальность,Moscow Institute of Physics and Technology,Course,4.9k,Business,business_and_management,1-3 Months,4.9,Mixed
280,Accounting Analysis I: Measurement and Disclosure of Assets,University of Illinois at Urbana-Champaign,Course,11k,Business,business_and_management,1-3 Months,4.7,Intermediate
281,Management of Urban Infrastructures – part 1,École Polytechnique Fédérale de Lausanne,Course,25k,Business,business_and_management,1-3 Months,4.7,Mixed
282,"Sustainable Business: Big Issues, Big Changes",University of Colorado System,Course,3.8k,Business,business_and_management,1-3 Months,4.7,Beginner
283,Комплекс маркетинга: 5Р,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Course,7.3k,Business,business_and_management,1-3 Months,4.7,Beginner
284,The Science of Success: What Researchers Know that You Should Know,University of Michigan,Course,150k,Business,business_and_management,1-3 Months,4.8,Beginner
285,賽局與產業競爭策略 (Game Theory and Business Strategy),National Taiwan University,Course,3.4k,Business,business_and_management,1-3 Months,5,Beginner
286,Decentralized Finance (DeFi) Opportunities and Risks,Duke University,Course,0,Business,business_and_management,1-3 Months,0,Intermediate
287,Design Thinking para Inovação,University of Virginia,Course,0,Business,business_and_management,1-3 Months,4.6,Beginner
288,Blockchain Business Models,Duke University,Course,11k,Business,business_and_management,1-3 Months,4.7,Intermediate
289,Derivatives - Options & Futures,Interactive Brokers,Course,5k,Business,business_and_management,1-3 Months,4.6,Intermediate
290,Strategy Implementation,Copenhagen Business School,Course,24k,Business,business_and_management,1-3 Months,4.6,Mixed
291,Coaching Practices,"University of California, Davis",Course,21k,Business,business_and_management,1-3 Months,4.7,Mixed
292,Designing the Organization,University of Illinois at Urbana-Champaign,Course,36k,Business,business_and_management,1-3 Months,4.6,Mixed
293,Negotiation Fundamentals,ESSEC Business School,Course,43k,Business,business_and_management,1-3 Months,4.7,Beginner
294,Mediation and Conflict Resolution,ESSEC Business School,Course,15k,Business,business_and_management,1-3 Months,4.7,Intermediate
295,Strategic Innovation: Building and Sustaining Innovative Organizations,University of Illinois at Urbana-Champaign,Course,42k,Business,business_and_management,1-3 Months,4.8,Mixed
296,Инициирование и планирование проектов,"University of California, Irvine",Course,0,Business,business_and_management,1-3 Months,0,Mixed
297,Urgent Optimism: How to Turn Foresight into Action,Institute for the Future,Course,5.8k,Business,business_and_management,1-3 Months,4.8,Beginner
298,FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,Course,8.9k,Business,business_and_management,1-3 Months,4.6,Beginner
299,The Power of Team Culture,University of Pennsylvania,Course,9.7k,Business,business_and_management,1-3 Months,4.6,Beginner
300,Financial Modeling,HSE University,Course,5.2k,Business,business_and_management,1-3 Months,4.7,Intermediate
301,Doing Business in Russia,Saint Petersburg State University,Course,0,Business,business_and_management,1-3 Months,4.8,Beginner
302,مهارات برنامج Excel للعمل: المبادئ الأساسية,Macquarie University,Course,9.8k,Business,business_and_management,1-3 Months,4.8,Beginner
303,Writing Skills for Engineering Leaders,Rice University,Course,13k,Business,business_and_management,1-3 Months,4.7,Beginner
304,Introducción al marketing en redes sociales,Facebook,Course,2k,Business,business_and_management,1-3 Months,4.9,Beginner
305,Planning and Organizing for Supervisors,Institute of Certified Professional Managers,Course,3.8k,Business,business_and_management,1-3 Months,4.8,Beginner
306,Identifying Social Entrepreneurship Opportunities,Copenhagen Business School,Course,22k,Business,business_and_management,1-3 Months,4.7,Beginner
307,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Rice University,Course,27k,Business,business_and_management,1-3 Months,4.8,Beginner
308,European Business Law: Doing Business in Europe,Lund University,Course,19k,Business,business_and_management,1-3 Months,4.8,Mixed
309,Organisational behaviour: Know your people,Macquarie University,Course,18k,Business,business_and_management,1-3 Months,4.8,Beginner
310,Интернет-предпринимательство,Moscow Institute of Physics and Technology,Course,17k,Business,business_and_management,1-3 Months,4.5,Beginner
311,Исследование и генерация данных для принятия бизн.-реш.,University of Illinois at Urbana-Champaign,Course,0,Business,business_and_management,1-3 Months,0,Beginner
312,How to Validate your Startup Idea,UNSW Sydney (The University of New South Wales),Course,18k,Business,business_and_management,1-3 Months,4.3,Mixed
313,Коммерциализация результатов НИОКР,Moscow Institute of Physics and Technology,Course,1.8k,Business,business_and_management,1-3 Months,4.8,Beginner
314,Key Success Factors in Supply Chain Finance,New York Institute of Finance,Course,2.4k,Business,business_and_management,1-3 Months,4.7,Intermediate
