index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
5330,"GIS, Mapping, and Spatial Analysis",University of Toronto,Specialization,60k,Data Science,it_and_computer_science,3+ Months,4.9,Beginner
5331,Машинное обучение: от статистики до нейросетей,HSE University,Specialization,4.7k,Data Science,it_and_computer_science,3+ Months,4.4,Intermediate
5332,Survey Data Collection and Analytics,University of Michigan,Specialization,62k,Data Science,it_and_computer_science,3+ Months,4.3,Beginner
5333,Ciencia de Datos de IBM,IBM,Professional Certificate,5.9k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5334,Microsoft Azure AI Fundamentals AI-900 Exam Prep,Microsoft,Specialization,5.7k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5335,TensorFlow: Data and Deployment,DeepLearning.AI,Specialization,39k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5336,Machine Learning and Reinforcement Learning in Finance,New York University,Specialization,40k,Data Science,it_and_computer_science,3+ Months,3.7,Intermediate
5337,Fundamentos del Análisis y Visualización de Datos,IBM,Specialization,5.7k,Data Science,it_and_computer_science,3+ Months,4.4,Beginner
5338,Information Visualization,New York University,Specialization,18k,Data Science,it_and_computer_science,3+ Months,4.5,Beginner
5339,Accounting Data Analytics,University of Illinois at Urbana-Champaign,Specialization,28k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5340,Mastering Software Development in R,Johns Hopkins University,Specialization,68k,Data Science,it_and_computer_science,3+ Months,4.3,Beginner
5341,Introducción a la Especialización en Ciencia de Datos,IBM,Specialization,3.6k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5342,CertNexus Certified Ethical Emerging Technologist,CertNexus,Professional Certificate,6.8k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5343,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,Specialization,5k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5344,Modern Big Data Analysis with SQL,Cloudera,Specialization,48k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5345,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,Specialization,42k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5346,Microsoft Azure Developer Associate AZ-204 Test Prep,Microsoft,Specialization,0,Data Science,it_and_computer_science,3+ Months,4.9,Intermediate
5347,Statistical Modeling for Data Science Applications,University of Colorado Boulder,Specialization,2.1k,Data Science,it_and_computer_science,3+ Months,0,Intermediate
5348,Vital Skills for Data Science,University of Colorado Boulder,Specialization,2.5k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5349,Design of Experiments,Arizona State University,Specialization,11k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5350,IBM AI Enterprise Workflow,IBM,Specialization,9.1k,Data Science,it_and_computer_science,3+ Months,4.3,Advanced
5351,Practical Data Science with MATLAB,MathWorks,Specialization,37k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5352,Fundamentos de Ciencia de Datos con Python y SQL,IBM,Specialization,3.6k,Data Science,it_and_computer_science,3+ Months,4.4,Beginner
5353,Recommender Systems,University of Minnesota,Specialization,41k,Data Science,it_and_computer_science,3+ Months,4.4,Intermediate
5354,Analytics for Decision Making,University of Minnesota,Specialization,3.1k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5355,Clinical Data Science,University of Colorado System,Specialization,18k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5356,Введение в машинное обучение,HSE University,Course,110k,Data Science,it_and_computer_science,3+ Months,4.6,Mixed
5357,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español,Google Cloud,Specialization,19k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5358,Machine Learning for Supply Chains,LearnQuest,Specialization,0,Data Science,it_and_computer_science,3+ Months,3.5,Intermediate
5359,Ciencia de Datos Aplicada,IBM,Specialization,2.7k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5360,Fundamentos de IA para Todos,IBM,Specialization,5.6k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5361,Data Analysis and Interpretation,Wesleyan University,Specialization,130k,Data Science,it_and_computer_science,3+ Months,4.4,Beginner
5362,SAS Statistical Business Analyst,SAS,Professional Certificate,5.3k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5363,Tidyverse Skills for Data Science in R,Johns Hopkins University,Specialization,2.3k,Data Science,it_and_computer_science,3+ Months,4.3,Beginner
5364,CertNexus Certified Artificial Intelligence Practitioner,CertNexus,Professional Certificate,5k,Data Science,it_and_computer_science,3+ Months,4.8,Intermediate
5365,Анализ данных,Novosibirsk State University,Specialization,13k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5366,Python Data Products for Predictive Analytics,University of California San Diego,Specialization,25k,Data Science,it_and_computer_science,3+ Months,4.2,Intermediate
5367,AI for Scientific Research,LearnQuest,Specialization,0,Data Science,it_and_computer_science,3+ Months,3.4,Beginner
5368,Data Science Fundamentals,"University of California, Irvine",Specialization,4.6k,Data Science,it_and_computer_science,3+ Months,4.2,Beginner
5369,Data Science at Scale,University of Washington,Specialization,82k,Data Science,it_and_computer_science,3+ Months,4.2,Intermediate
5370,Data Science and Analysis Tools - from Jupyter to R Markdown,Codio,Specialization,2.2k,Data Science,it_and_computer_science,3+ Months,2.8,Beginner
5371,Machine Learning with TensorFlow Google Cloud 日本語版,Google Cloud,Specialization,2.7k,Data Science,it_and_computer_science,3+ Months,4.4,Intermediate
5372,How to Win a Data Science Competition: Learn from Top Kagglers,HSE University,Course,110k,Data Science,it_and_computer_science,3+ Months,4.7,Advanced
5373,Database systems,Universidad Nacional Autónoma de México,Specialization,31k,Data Science,it_and_computer_science,3+ Months,4.3,Intermediate
5374,Key Technologies in Data Analytics,LearnQuest,Specialization,0,Data Science,it_and_computer_science,3+ Months,3.9,Beginner
5375,Machine Learning with TensorFlow on Google Cloud en Français,Google Cloud,Specialization,1.8k,Data Science,it_and_computer_science,3+ Months,4.1,Intermediate
5376,Machine Learning Rock Star – the End-to-End Practice,SAS,Specialization,10k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5377,Просто о статистике (с использованием R),Saint Petersburg State University,Specialization,7.5k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5378,Network Analytics for Business,HSE University,Specialization,1.8k,Data Science,it_and_computer_science,3+ Months,4.3,Beginner
5379,Structural Equation Model and its Applications | 结构方程模型及其应用 (普通话),The Chinese University of Hong Kong,Course,7.5k,Data Science,it_and_computer_science,3+ Months,4.7,Mixed
5380,機器學習技法 (Machine Learning Techniques),National Taiwan University,Course,3.5k,Data Science,it_and_computer_science,3+ Months,4.9,Intermediate
5381,Structural Equation Model and its Applications | 结构方程模型及其应用 (粤语),The Chinese University of Hong Kong,Course,2.5k,Data Science,it_and_computer_science,3+ Months,4.8,Mixed
5382,CertNexus Certified Data Science Practitioner,CertNexus,Professional Certificate,0,Data Science,it_and_computer_science,3+ Months,0,Intermediate
5383,Machine Learning with TensorFlow on Google Cloud en Español,Google Cloud,Specialization,9.5k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5384,Data Visualization: Analisi dei dati con Tableau,Università di Napoli Federico II,Specialization,0,Data Science,it_and_computer_science,3+ Months,0,Beginner
5385,Machine Learning with TensorFlow on Google Cloud em Português Brasileiro,Google Cloud,Specialization,1.8k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5386,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Course,1.8k,Information Technology,it_and_computer_science,1-3 Months,4.7,Mixed
5387,Technical Support Fundamentals,Google,Course,910k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5388,The Bits and Bytes of Computer Networking,Google,Course,380k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5389,Crash Course on Python,Google,Course,440k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5390,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,Course,560k,Information Technology,it_and_computer_science,1-3 Months,4.7,Intermediate
5391,Introduction to Digital Transformation with Google Cloud,Google Cloud,Course,12k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5392,Operating Systems and You: Becoming a Power User,Google,Course,250k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5393,System Administration and IT Infrastructure Services,Google,Course,210k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5394,IBM z/OS Mainframe Practitioner,IBM,Professional Certificate,15k,Information Technology,it_and_computer_science,1-3 Months,4.7,Intermediate
5395,AWS Cloud Practitioner Essentials,Amazon Web Services,Course,36k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5396,IT Security: Defense against the digital dark arts,Google,Course,200k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5397,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,Course,35k,Information Technology,it_and_computer_science,1-3 Months,4.5,Intermediate
5398,Introduction to Cloud Computing,IBM,Course,56k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5399,Innovating with Data and Google Cloud,Google Cloud,Course,5.3k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5400,ITIL 4 Exam Preparation,LearnQuest,Course,10k,Information Technology,it_and_computer_science,1-3 Months,4.7,Mixed
5401,Access Controls,(ISC)²,Course,6.1k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5402,Using Python to Interact with the Operating System,Google,Course,110k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5403,"Cybersecurity Roles, Processes & Operating System Security",IBM,Course,58k,Information Technology,it_and_computer_science,1-3 Months,4.6,Beginner
5404,CBRS Professional Training,Google - Spectrum Sharing,Course,0,Information Technology,it_and_computer_science,1-3 Months,0,Beginner
5405,Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,Course,34k,Information Technology,it_and_computer_science,1-3 Months,4.7,Intermediate
5406,Exploring and Preparing your Data with BigQuery,Google Cloud,Course,52k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5407,Cloud Computing Basics (Cloud 101),LearnQuest,Course,120k,Information Technology,it_and_computer_science,1-3 Months,4.5,Beginner
5408,An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,Course,8.8k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5409,Building Batch Data Pipelines on GCP,Google Cloud,Course,30k,Information Technology,it_and_computer_science,1-3 Months,4.5,Intermediate
5410,Understanding Google Cloud Security and Operations,Google Cloud,Course,4k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5411,Essential Google Cloud Infrastructure: Core Services,Google Cloud,Course,120k,Information Technology,it_and_computer_science,1-3 Months,4.7,Intermediate
5412,"Introduction to Web Development with HTML, CSS, JavaScript",IBM,Course,12k,Information Technology,it_and_computer_science,1-3 Months,4.4,Beginner
5413,Gmail,Google Cloud,Course,7.9k,Information Technology,it_and_computer_science,1-3 Months,4.8,Beginner
5414,Introduction to Big Data with Spark and Hadoop,IBM,Course,3.6k,Information Technology,it_and_computer_science,1-3 Months,4.1,Beginner
5415,Introduction to NoSQL Databases,IBM,Course,4k,Information Technology,it_and_computer_science,1-3 Months,4.6,Beginner
5416,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,Course,25k,Information Technology,it_and_computer_science,1-3 Months,4.6,Intermediate
5417,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,Course,93k,Information Technology,it_and_computer_science,1-3 Months,4.7,Advanced
5418,Cyber Threat Intelligence,IBM,Course,17k,Information Technology,it_and_computer_science,1-3 Months,4.7,Beginner
5419,Aspectos básicos de la asistencia técnica,Crece con Google,Course,47k,Information Technology,it_and_computer_science,1-3 Months,4.9,Beginner
5420,Digitalization in International Relations,Saint Petersburg State University,Course,2.7k,Information Technology,it_and_computer_science,1-3 Months,4.6,Mixed
5421,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,Course,100k,Information Technology,it_and_computer_science,1-3 Months,4.7,Intermediate
5422,Managing Google Cloud's Apigee API Platform for Hybrid Cloud,Google Cloud,Specialization,0,Information Technology,it_and_computer_science,1-3 Months,4.6,Beginner
