index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
2289,"L'investissement à impact, la finance qui change le monde",ESSEC Business School,Specialization,8k,Business,business_and_management,3+ Months,4.6,Beginner
2290,Sales Operations/Management,West Virginia University,Specialization,17k,Business,business_and_management,3+ Months,4.5,Beginner
2291,Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",Specialization,92k,Business,business_and_management,3+ Months,4.6,Beginner
2292,Искусство ведения бизнеса,Saint Petersburg State University,Specialization,23k,Business,business_and_management,3+ Months,4.6,Beginner
2293,Leadership in 21st Century Organizations,Copenhagen Business School,Course,57k,Business,business_and_management,3+ Months,4.7,Mixed
2294,Эффективный руководитель,Saint Petersburg State University,Specialization,18k,Business,business_and_management,3+ Months,4.6,Beginner
2295,Excel Skills for Business Forecasting,Macquarie University,Specialization,2.6k,Business,business_and_management,3+ Months,4.8,Intermediate
2296,Adapting: Career Development,Macquarie University,Specialization,45k,Business,business_and_management,3+ Months,4.8,Beginner
2297,Gestión de Proyectos,Tecnológico de Monterrey,Specialization,6.4k,Business,business_and_management,3+ Months,4.8,Beginner
2298,Корпоративные финансы и стоимость компании,HSE University,Specialization,21k,Business,business_and_management,3+ Months,4.4,Beginner
2299,Programa Especializado en Gerencia de Proyectos Complejos,Universidad de los Andes,Specialization,17k,Business,business_and_management,3+ Months,4.9,Intermediate
2300,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,Specialization,84k,Business,business_and_management,3+ Months,4.7,Beginner
2301,Understanding Modern Finance,Moscow Institute of Physics and Technology,Specialization,25k,Business,business_and_management,3+ Months,4.4,Intermediate
2302,Marketing con Redes Sociales,Tecnológico de Monterrey,Specialization,100k,Business,business_and_management,3+ Months,4.4,Intermediate
2303,Solving Complex Problems,Macquarie University,Specialization,23k,Business,business_and_management,3+ Months,4.5,Beginner
2304,Startup Entrepreneurship,Technion - Israel Institute of Technology,Specialization,76k,Business,business_and_management,3+ Months,4.8,Beginner
2305,Protecting Business Innovation,The Hong Kong University of Science and Technology,Specialization,18k,Business,business_and_management,3+ Months,4.8,Beginner
2306,Business English for Non-Native Speakers,The Hong Kong University of Science and Technology,Specialization,220k,Business,business_and_management,3+ Months,4.5,Beginner
2307,Valuation and Financial Analysis For Startups,Yonsei University,Specialization,22k,Business,business_and_management,3+ Months,4.4,Beginner
2308,Career Brand Management,The State University of New York,Specialization,75k,Business,business_and_management,3+ Months,4.4,Beginner
2309,Social Entrepreneurship,Copenhagen Business School,Specialization,27k,Business,business_and_management,3+ Months,4.6,Beginner
2310,Strategic Sales Management,Fundação Instituto de Administração,Specialization,20k,Business,business_and_management,3+ Months,4.5,Intermediate
2311,Fintech Startups in Emerging Markets,University of Cape Town,Specialization,11k,Business,business_and_management,3+ Months,4.6,Beginner
2312,How to Start Your Own Business,Michigan State University,Specialization,73k,Business,business_and_management,3+ Months,4.5,Beginner
2313,Essentials of Corporate Finance,The University of Melbourne,Specialization,73k,Business,business_and_management,3+ Months,4.6,Intermediate
2314,Introduction to value based business analytics,HSE University,Specialization,4.9k,Business,business_and_management,3+ Months,4.3,Beginner
2315,Интернет-маркетолог,E-Learning Development Fund,Specialization,2.3k,Business,business_and_management,3+ Months,4.6,Beginner
2316,Leadership Development for Engineers,Rice University,Specialization,45k,Business,business_and_management,3+ Months,4.7,Beginner
2317,Innovación y emprendimiento,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,4.6,Advanced
2318,Strategising: Management for Global Competitive Advantage,Macquarie University,Specialization,34k,Business,business_and_management,3+ Months,4.8,Beginner
2319,Finance for Everyone,McMaster University,Specialization,67k,Business,business_and_management,3+ Months,4.7,Beginner
2320,Cybersecurity Leadership and Management,Infosec,Specialization,0,Business,business_and_management,3+ Months,4.4,Beginner
2321,Marketing Channel Strategy & B2B2C Routes to Market,Emory University,Specialization,0,Business,business_and_management,3+ Months,4.6,Intermediate
2322,Connected Planning for Business Transformation,Anaplan,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2323,Управление продуктом,Moscow Institute of Physics and Technology,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2324,Construction Cost Estimating and Cost Control,Columbia University,Course,32k,Business,business_and_management,3+ Months,4.7,Beginner
2325,商务基础 (中文版),University of Pennsylvania,Specialization,16k,Business,business_and_management,3+ Months,4.8,Beginner
2326,Effective Communication in the Globalised Workplace,National University of Singapore,Specialization,37k,Business,business_and_management,3+ Months,4.5,Intermediate
2327,Estrategia de marketing,IE Business School,Specialization,28k,Business,business_and_management,3+ Months,4.6,Beginner
2328,Value Creation Through Innovation,EIT Digital,Specialization,47k,Business,business_and_management,3+ Months,4.5,Intermediate
2329,Construction Scheduling,Columbia University,Course,25k,Business,business_and_management,3+ Months,4.8,Beginner
2330,Corporate Entrepreneurship: Innovating within Corporations,"University of Maryland, College Park",Specialization,19k,Business,business_and_management,3+ Months,4.5,Beginner
2331,International Marketing & Cross Industry Growth,Yonsei University,Specialization,48k,Business,business_and_management,3+ Months,4.7,Beginner
2332,Analysing: Numeric and digital literacies,Macquarie University,Specialization,27k,Business,business_and_management,3+ Months,4.6,Beginner
2333,Scale Up Your Startup,IE Business School,Specialization,0,Business,business_and_management,3+ Months,0,Intermediate
2334,Global Challenges in Business,University of Illinois at Urbana-Champaign,Specialization,34k,Business,business_and_management,3+ Months,4.7,Beginner
2335,Implementación del Marketing Mix,IE Business School,Specialization,45k,Business,business_and_management,3+ Months,4.8,Beginner
2336,ESG Investing: Financial Decisions in Flux,Interactive Brokers,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2337,Manager dans l'incertain,Institut Mines-Télécom,Course,0,Business,business_and_management,3+ Months,0,Beginner
2338,Логистика,Peter the Great St. Petersburg Polytechnic University,Course,8k,Business,business_and_management,3+ Months,4.2,Intermediate
2339,Programa en Desarrollo de nuevas empresas,Universidad de los Andes,Specialization,74k,Business,business_and_management,3+ Months,4.8,Beginner
2340,Estrategias de Negociación,Universidad Nacional Autónoma de México,Specialization,68k,Business,business_and_management,3+ Months,4.8,Intermediate
2341,Empresas Familiares,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,4.9,Advanced
2342,Representante de desarrollo de ventas de Salesforce,Salesforce,Professional Certificate,0,Business,business_and_management,3+ Months,0,Beginner
2343,Финансовая грамотность,Saint Petersburg State University,Specialization,0,Business,business_and_management,3+ Months,3.7,Beginner
2344,"Empresa familiar: gestión, dirección y sucesión",ESADE Business and Law School,Specialization,8.3k,Business,business_and_management,3+ Months,4.7,Beginner
2345,Digital Business,Institut Mines-Télécom,Specialization,0,Business,business_and_management,3+ Months,4.4,Beginner
2346,Marketing de Mídias Sociais do Facebook,Facebook,Professional Certificate,0,Business,business_and_management,3+ Months,0,Beginner
2347,Professional Success Skills,University of Illinois at Urbana-Champaign,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2348,Fundamentos Empresariales,University of Pennsylvania,Specialization,28k,Business,business_and_management,3+ Months,4.6,Beginner
2349,Leading a Family Business,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,0,Advanced
2350,Innovation and entrepreneurship,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,3+ Months,0,Advanced
2351,Мировая экономика,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Specialization,2.2k,Business,business_and_management,3+ Months,4.8,Beginner
2352,Introduction to Business Analytics and Information Economics,University of Illinois at Urbana-Champaign,Specialization,20k,Business,business_and_management,3+ Months,4.6,Beginner
2353,Governance and Strategy,Infosec,Course,0,Business,business_and_management,3+ Months,0,Mixed
2354,Managing Innovation and Design Thinking,HEC Paris,Specialization,33k,Business,business_and_management,3+ Months,4.7,Beginner
2355,Herramientas ofimáticas básicas para el trabajo,UBITS,Course,0,Business,business_and_management,3+ Months,0,Beginner
2356,Doing Business in China,The Chinese University of Hong Kong,Specialization,16k,Business,business_and_management,3+ Months,4.8,Beginner
2357,التسويق عبر وسائل التواصل الاجتماعي على فيسبوك,Facebook,Professional Certificate,0,Business,business_and_management,3+ Months,5,Beginner
2358,Legal Aspects of Entrepreneurship,"University of Maryland, College Park",Specialization,0,Business,business_and_management,3+ Months,5,Beginner
2359,Professional IQ: Preventing and Solving Problems at Work,University of Illinois at Urbana-Champaign,Specialization,15k,Business,business_and_management,3+ Months,4.7,Beginner
2360,Strategy and Finance for the lifecycle of a Social Business,Yunus Social Business Fund Bengaluru,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2361,Liderança e Sociedade,Fundação Instituto de Administração,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2362,Tópicos em Gestão Intercultural,Fundação Instituto de Administração,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
2363,Fundamentos da Gestão do Sucesso do Cliente,Fundação Instituto de Administração,Specialization,0,Business,business_and_management,3+ Months,0,Beginner
